statement,label
The inventor Ferdinand von Zeppelin lived in Germany.,1
The inventor Karl Benz lived in Germany.,1
The inventor James Starley lived in the U.K.,1
The inventor August Horch lived in Germany.,1
The inventor Charles Macintosh lived in the U.S.,0
The inventor Heinrich Göbel lived in Germany.,1
The inventor Marie Curie lived in Hungary.,0
The inventor Igor Sikorsky lived in Ukraine/the U.S.,1
The inventor Gustaf Dalén lived in Germany.,0
The inventor Eli Whitney lived in the U.S.,1
The inventor Hippolyte Mège-Mouriès lived in France.,1
The inventor Ada Lovelace lived in the U.S.,0
The inventor Spencer Silver lived in the U.S.,1
The inventor Leon Theremin lived in Germany.,0
The inventor Emile Berliner lived in Germany/the U.S.,1
The inventor Charles Wheatstone lived in the U.K.,1
The inventor Biruté Galdikas lived in France.,0
The inventor Samuel Fox lived in France.,0
The inventor Grace Hopper lived in the U.S.,1
The inventor Biruté Galdikas lived in Canada.,1
The inventor Daisuke Inoue lived in Japan.,1
The inventor Albert Ghiorso lived in the U.K.,0
The inventor Karl Landsteiner lived in Austria.,1
The inventor Joseph Henry lived in the U.K.,0
The inventor Galileo Galilei lived in the U.S.,0
The inventor Linus Torvalds lived in Finland.,1
The inventor Ami Argand lived in the U.S.,0
The inventor André-Jacques Garnerin lived in the Netherlands.,0
The inventor Levi Strauss lived in the U.S.,1
The inventor Alessandro Volta lived in the U.S.,0
The inventor Edouard Benedictus lived in France.,1
The inventor Arthur Fry lived in France.,0
The inventor Charles Townes lived in the U.S.,1
The inventor Ralph H. Baer lived in France.,0
The inventor Reginald Fessenden lived in Canada/the U.S.,1
The inventor Antoine Lavoisier lived in Austria.,0
The inventor Joseph Engelberger lived in the U.S.,1
The inventor Karl Landsteiner lived in the U.K.,0
The inventor Reginald Fessenden lived in the U.K.,0
The inventor John Shepherd-Barron lived in the U.S.,0
The inventor Frank Bunker Gilbreth lived in Russia.,0
The inventor Daisuke Inoue lived in the U.S.,0
The inventor John Kay lived in the U.K.,1
The inventor Tim Berners-Lee lived in the U.K.,1
The inventor Charles Francis Jenkins lived in the U.S.,1
The inventor Jean-Bernard-Léon Foucault lived in the U.S.,0
The inventor Wilhelm Conrad Röntgen lived in Germany.,1
The inventor Christian Huygens lived in Scotland.,0
The inventor Ada Lovelace lived in the U.K.,1
The inventor Philo Taylor Farnsworth lived in the U.S.,1
The inventor Sergey Brin and Larry Page lived in the U.S.,1
The inventor Hans Geiger lived in Germany.,1
The inventor Evangelista Torricelli lived in Italy.,1
The inventor Herbert Akroyd Stuart lived in Russia.,0
The inventor Daniel Fahrenheit lived in the U.S.,0
The inventor Shinya Yamanaka lived in Japan.,1
The inventor Giovanni Caselli lived in Italy.,1
The inventor Charles Francis Jenkins lived in Germany.,0
The inventor Hedy Lamarr lived in Austria/the U.S.,1
The inventor Frederick McKinley Jones lived in the U.S.,1
The inventor James Hargreaves lived in the U.K.,1
The inventor David Schwarz lived in Croatia.,1
The inventor Konrad Zuse lived in Germany.,1
The inventor Jacob Perkins lived in the U.S.,1
The inventor Arthur Pitney lived in the U.K.,0
The inventor John Boyd Dunlop lived in Scotland.,1
The inventor Charles Babbage lived in Hungary/the U.S.,0
The inventor Hans von Ohain lived in Germany.,1
The inventor John von Neumann lived in the U.S.,0
The inventor Christopher Cockerell lived in France.,0
The inventor R. Buckminster Fuller lived in the U.S.,1
The inventor Thomas Tompion lived in the U.K.,1
The inventor Vint Cerf lived in Italy.,0
The inventor Nicolas Appert lived in France.,1
The inventor Wallace Carothers lived in Denmark.,0
The inventor Carl Sontheimer lived in the U.S.,1
The inventor Karl Benz lived in the U.S.,0
The inventor Konrad Zuse lived in Poland/France.,0
The inventor James Clerk Maxwell lived in the U.K.,1
The inventor Nikola Tesla lived in Germany.,0
The inventor James Murray Spangler lived in the U.S.,1
The inventor John Wesley Hyatt lived in the U.K.,0
The inventor Hans Goldschmidt lived in Germany.,1
The inventor Carl Elsener lived in Switzerland.,1
The inventor Vint Cerf lived in the U.S.,1
The inventor Charles Tellier lived in France.,1
The inventor Elisha Gray lived in Austria/the U.S.,0
The inventor George de Mestral lived in Canada.,0
The inventor Sir Charles Parsons lived in the U.S.,0
The inventor Henry Bessemer lived in the U.S.,0
The inventor James Dyson lived in Canada.,0
The inventor Jack Kilby lived in the U.K.,0
The inventor Joseph Marie Jacquard lived in France.,1
The inventor Carl Wilhelm Siemens lived in the U.S.,0
The inventor Sir Humphry Davy lived in the U.S.,0
The inventor Philipp Reis lived in Finland.,0
The inventor Samuel Colt lived in the U.S.,1
The inventor Bartolomeo Cristofori lived in the U.S.,0
The inventor Mary Walton lived in the U.S.,1
The inventor Felix Hoffmann lived in Germany.,1
The inventor Lester Wire lived in the U.K.,0
The inventor Frederick G. Creed lived in Canada.,1
The inventor Hans von Ohain lived in Canada.,0
The inventor Elihu Thomson lived in the U.S.,1
The inventor Yvonne Brill lived in the U.S.,0
The inventor Pierre Curie lived in France.,1
The inventor James Hargreaves lived in Sweden.,0
The inventor Nikolay Slavyanov lived in Russia.,1
The inventor Dr. Robert Gallo lived in the U.S.,1
The inventor Charles Goodyear lived in the U.K.,0
The inventor Samuel Morse lived in the U.S.,1
The inventor Daniel Fahrenheit lived in Poland/Germany.,1
The inventor John Logie Baird lived in Scotland.,1
The inventor Henri Giffard lived in France.,1
The inventor Eugene Polley lived in the U.S.,1
The inventor Zhores Alferov lived in Russia.,1
The inventor Ferdinand Carré lived in France.,1
The inventor Richard Trevithick lived in the U.K.,1
The inventor Edmund Cartwright lived in the U.S.,0
The inventor John Walker lived in the U.K.,1
The inventor Semyon Kirlian lived in the U.K.,0
The inventor Blaise Pascal lived in France.,1
The inventor Mary Phelps Jacob lived in Ukraine/the U.S.,0
The inventor Luther Simjian lived in the U.S.,0
The inventor Benjamin Rubin lived in the U.S.,1
The inventor Willem Einthoven lived in the Netherlands.,1
The inventor Godfrey Hounsfield lived in the U.K.,1
The inventor Yoshiro Nakamatsu lived in Japan.,1
The inventor Sir Isaac Newton lived in the U.S.,0
The inventor Ferdinand von Zeppelin lived in France.,0
The inventor Auguste and Louis Lumière lived in France.,1
The inventor Thomas Edison lived in the U.K.,0
The inventor Cai Lun lived in China.,1
